i.id;oa.id;i.name;oa.name;i.geo;oa.geo;dist (m);matching_name
22866;https://openalex.org/I4210086105;ABSISKEY;Absiskey (France);47.4590448, -0.5518411;47.47156, -0.55202;1392.0;False
22868;https://openalex.org/I125989756;SKOLKOVO INSTITUTE OF SCIENCE AND TECHNOLOGY;Skolkovo Institute of Science and Technology;55.4792046, 37.3273304;55.68784, 37.36836;23342.0;True
22870;https://openalex.org/I4210149026;HOSPITAL UNIVERSITARIO DE FUENLABRADA;Hospital Universitario de Fuenlabrada;40.282476, -3.7923422;40.28419, -3.79415;245.0;True
22878;https://openalex.org/I4210121143;VERACYTE;Veracyte (United States);43.2961743, 5.3699525;37.65466, -122.40775;9587099.0;False
22887;https://openalex.org/I85459889;GALAPAGOS;Galapagos (Belgium);51.0531272, 4.4558724;51.02574, 4.47762;3404.0;False
22894;https://openalex.org/I4400009055;FACULTY OF MEDICINE, UNIVERSITY OF BELGRADE;University of Belgrade – Faculty of Medicine;44.8178131, 20.4568974;44.80401, 20.46513;1667.0;False
22900;https://openalex.org/I4387153501;CENTRE TECHNIQUE INDUSTRIEL DE LA PLASTURGIE ET DES COMPOSITES;Centre Technique Industriel de la Plasturgie et des Composites;46.2500367, 5.6306215;46.24237, 5.62843;869.0;True
22940;https://openalex.org/I4210122448;PROTIP MEDICAL;Protip Medical (France);48.5774841, 7.7497131;48.58392, 7.74553;779.0;False
22945;https://openalex.org/I4210135375;NUTRITION SCIENCES;Nutrition Sciences (Belgium);50.6407351, 4.66696;51.05, 3.71667;80761.0;False
23395;https://openalex.org/I173268674;TEXAS A&M UNIVERSITY SYSTEM;Texas A&M University System;;30.62798, -96.33441;;True
22964;https://openalex.org/I41047195;UNIVERSIDAD MILITAR NUEVA GRANADA;Military University Nueva Granada;4.5980772, -74.0761028;4.60971, -74.08175;1437.0;True
22971;https://openalex.org/I4210095705;VÄSTRA GÖTALANDSREGIONEN;Region Västra Götaland;58.3815182, 12.321201359433964;58.38075, 12.3234;154.0;True
22974;https://openalex.org/I2800071053;CORNWALL COUNCIL;Cornwall Council;50.2607041, -5.0668007;50.26526, -5.05436;1019.0;True
23008;https://openalex.org/I4210103742;UNIVERSIDAD DE LAS ARTES;Universidad de las Artes;-2.1898771, -79.8877153;-2.19616, -79.88621;718.0;True
23028;https://openalex.org/I126158947;UNIVERSIDADE FEDERAL DA BAHIA;Universidade Federal da Bahia;-12.9822498, -38.4812771;-12.97563, -38.49096;1282.0;True
23048;https://openalex.org/I4210101494;WOLAITA SODO UNIVERSITY;Wolaita Sodo University;6.8333581, 37.749679;7.06667, 37.7;26516.0;True
23057;https://openalex.org/I183519381;CAPITAL MEDICAL UNIVERSITY;Capital Medical University;;39.9075, 116.39723;;True
23058;https://openalex.org/I4210092852;MANCHESTER UNIVERSITY NHS FOUNDATION TRUST;Manchester University NHS Foundation Trust;53.4737777, -2.2422762;53.48095, -2.23743;860.0;True
23064;https://openalex.org/I4210148231;FONDAZIONE POLIAMBULANZA;Fondazione Poliambulanza Istituto Ospedaliero;45.5399392, 10.2204897;45.53558, 10.21472;661.0;False
23066;https://openalex.org/I4210122552;REGION SYDDANMARK;Psykiatrien i Region Syddanmark;55.704788, 9.524795;55.50591, 9.73054;25614.0;False
23091;https://openalex.org/I3130570791;THEOLOGISCHE UNIVERSITEIT APELDOORN;Theological University of Apeldoorn;52.2211757, 5.9641255;52.21, 5.96944;1294.0;True
23094;https://openalex.org/I4387154542;FONDAZIONE PER LE SCIENZE RELIGIOSE GIOVANNI XXIII;Fondazione per le Scienze Religiose Giovanni XXIII;44.4940949, 11.3557188;44.49381, 11.33875;1346.0;True
23097;https://openalex.org/I4210133995;THE CHRISTIE NHS FOUNDATION TRUST;The Christie NHS Foundation Trust;53.3473397, -2.2891047;53.48095, -2.23743;15246.0;True
23124;https://openalex.org/I3123915005;UNIVERSITAT INTERNACIONAL DE CATALUNYA;Universitat Internacional de Catalunya;41.5473143, 2.4336371;41.38879, 2.15899;28886.0;True
23167;https://openalex.org/I4210087103;Instituto de Investigaciones Agropecuarias;Instituto de Investigaciones Agropecuarias;-33.4377968, -70.6504451;-33.45694, -70.64827;2138.0;True
23175;https://openalex.org/I4210094231;BORESKOV INSTITUTE OF CATALYSIS, SIBERIAN BRANCH OF RUSSIAN ACADEMY OF SCIENCES;Boreskov Institute of Catalysis;54.372625, 82.07151028594274;55.0415, 82.9346;92768.0;False
23178;https://openalex.org/I4210116218;ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBARDIA E DELL'EMILIA ROMAGNA BRUNO UBERTINI;"Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna ""Bruno Ubertini""";45.5223797, 10.2211595;45.53558, 10.21472;1551.0;False
23182;https://openalex.org/I1309171123;LIVSMEDELSVERKET;National Food Administration;59.8690108, 17.6310107;59.85882, 17.63889;1216.0;True
23186;https://openalex.org/I4210091895;RUOKAVIRASTO;Finnish Food Authority;62.69110655, 22.83332097896403;62.79446, 22.82822;11495.0;True
23190;https://openalex.org/I4210129176;BULGARIAN FOOD SAFETY AGENCY;Bulgarian Food Safety Agency;42.6978634, 23.3221789;42.15, 24.75;132082.0;True
23204;https://openalex.org/I3132919069;BEIT BERL COLLEGE;Beit Berl College;32.20252595, 34.9267030673905;32.175, 34.90694;3581.0;True
23210;https://openalex.org/I4210166509;GS1 GERMANY GMBH;GS1 Germany;50.9424548, 6.89831877641256;50.93333, 6.95;3761.0;True
23217;https://openalex.org/I57206974;NEW YORK UNIVERSITY;New York University;40.7305991, -73.9865811;40.71427, -74.00597;2443.0;True
23221;https://openalex.org/I42775652;LINK CAMPUS UNIVERSITY;Link Campus University;41.8933203, 12.4829321;41.89193, 12.51133;2356.0;True
23231;https://openalex.org/I4392738063;THE AGA KHAN UNIVERSITY (INTERNATIONAL) IN THE UNITED KINGDOM;The Aga Khan University (International) in the United Kingdom;51.53756405, -0.12478815070751458;51.50853, -0.12574;3229.0;True
23246;https://openalex.org/I4210106675;INVENIO;Invenio Imaging (United States);44.7737872, -0.5595029;37.45383, -122.18219;9158795.0;False
23290;https://openalex.org/I131249849;OREGON STATE UNIVERSITY;Oregon State University;;44.56457, -123.26204;;True
23304;https://openalex.org/I4210111661;AGENCE NATIONALE DE LA PROMOTION DE LA RECHERCHE SCIENTIFIQUE;National Agency for Promotion of Research and Innovation;33.8439408, 9.400138;36.81897, 10.16579;338017.0;True
23305;https://openalex.org/I2799622659;MINISTRY OF LABOUR AND SOCIAL AFFAIRS;Federal Ministry of Labour and Social Affairs;37.943030300000004, 23.709253715998006;52.52437, 13.41053;1806666.0;False
23320;https://openalex.org/I2801439107;Centre for Planning and Economic Research;Centre for Planning and Economic Research;37.9780804, 23.7348632;37.98376, 23.72784;882.0;True
23348;https://openalex.org/I4210147398;ISARA;Institut Supérieur d'Agriculture Rhône-Alpes;45.7278086, 4.8364672;45.74846, 4.84671;2430.0;False
23359;https://openalex.org/I2799611809;KOREA RESEARCH INSTITUTE OF STANDARDS AND SCIENCE;Korea Research Institute of Standards and Science;;36.34913, 127.38493;;True
23366;https://openalex.org/I4210143497;INNATE PHARMA;Innate Pharma (France);43.230403, 5.4369461;43.29695, 5.38107;8673.0;False
23369;https://openalex.org/I4210132595;CAMBRIDGESHIRE COUNTY COUNCIL;Cambridgeshire County Council;52.3273029, -0.183204;52.2, 0.11667;24837.0;True
23383;https://openalex.org/I2891944421;TRANSPORT FOR GREATER MANCHESTER;Transport for Greater Manchester;53.4791301, -2.2441009;53.48095, -2.23743;486.0;True
23402;https://openalex.org/I250757736;CENTRAL INSTITUTE OF AVIATION MOTORS;Baranov Central Institute of Aviation Motor Development;55.4792046, 37.3273304;55.75222, 37.61556;35344.0;True
23406;https://openalex.org/I164120614;MIMAR SINAN FINE ARTS UNIVERSITY;Mimar Sinan Güzel Sanatlar Üniversitesi;41.0096334, 28.9651646;41.01384, 28.94966;1382.0;True
23407;https://openalex.org/I4210103074;CULTURE COVENTRY;Culture Coventry;52.407297650000004, -1.50616593414356;52.40656, -1.51217;415.0;True
23410;https://openalex.org/I133821349;MANDALAY UNIVERSITY;Mandalay University;;21.97473, 96.08359;;True
23411;https://openalex.org/I19722;ATENEO DE MANILA UNIVERSITY;Ateneo de Manila University;;14.6488, 121.0509;;True
23414;https://openalex.org/I33849332;UNIVERSITY OF MALAYA;University of Malaya;;3.1412, 101.68653;;True
23416;https://openalex.org/I4210149184;CENTRE FOR WOMEN'S DEVELOPMENT STUDIES;Centre for Women's Development Studies;28.6337077, 77.2055869;28.62137, 77.2148;1640.0;True
23417;https://openalex.org/I3130082100;INSTITUTE FOR FINANCIAL MANAGEMENT AND RESEARCH;IFMR Graduate School of Business;13.0801721, 80.2838331;13.08784, 80.27847;1032.0;True
23473;https://openalex.org/I4210103238;WWF ITALIA;WWF Italia;45.6604777, 10.1114899;41.89193, 12.51133;461161.0;True
23522;https://openalex.org/I4210150582;CENTER FOR URBAN HISTORY OF EAST CENTRAL EUROPE;Center for Urban History of East Central Europe;49.841952, 24.0315921;49.83826, 24.02324;726.0;True
23536;https://openalex.org/I5209920;TECHNISCHE HOCHSCHULE OSTWESTFALEN-LIPPE;Ostwestfalen-Lippe University of Applied Sciences and Arts;52.0159887, 8.9050392;52.02786, 8.89901;1383.0;True
23549;https://openalex.org/I4399598397;FACULTY OF CIVIL ENGINEERING;University of Belgrade - Faculty of Civil Engineering;44.80563475, 20.4763871060799;44.80401, 20.46513;906.0;False
23568;https://openalex.org/I157485424;ADVANCED SCIENCE AND TECHNOLOGY INSTITUTE;Korea Advanced Institute of Science and Technology;;36.34913, 127.38493;;False
23645;https://openalex.org/I4210131471;MINISTRSTVO ZA NOTRANJE ZADEVE;Ministry of the Interior;46.0819215, 14.4666097;46.05108, 14.50513;4538.0;True
23666;https://openalex.org/I4210120310;SERVICIO CANARIO DE LA SALUD;Servicio Canario de la Salud;28.4597823, -16.2536378;28.46824, -16.25462;945.0;True
23677;https://openalex.org/I4210163704;BIOSPACE LAB;Biospace Lab (France);49.1278723, 2.1712619;49.13202, 2.17099;462.0;False
23682;https://openalex.org/I4387152698;ATLANTIC TECHNOLOGICAL UNIVERSITY;Atlantic Technological University;54.9528826, -7.7278842;53.0, -8.0;217878.0;True
23692;https://openalex.org/I4210139114;WORLD OBESITY FEDERATION;World Obesity Federation;51.5073219, -0.1276474;51.50853, -0.12574;188.0;True
23695;https://openalex.org/I2801851002;PRESS;Harvard University Press;59.9131685, 10.7520904;42.3751, -71.10561;5619076.0;False
23696;https://openalex.org/I1308126019;National Oceanic and Atmospheric Administration;National Oceanic and Atmospheric Administration;;38.89511, -77.03637;;True
23708;https://openalex.org/I4210089365;CONSORTIUM OF EUROPEAN TAXONOMIC FACILITIES;Consortium of European Taxonomic Facilities;50.8365465, 4.3765602;50.85045, 4.34878;2489.0;True
23717;https://openalex.org/I4210120510;INFORMATION TECHNOLOGY FOR MARKET LEADERSHIP;Information Technology for Market Leadership (Greece);37.9437811, 23.7514713;37.98376, 23.72784;4904.0;False
25034;https://openalex.org/I4210111818;INSTITUTE FOR GLOBAL ENVIRONMENTAL STRATEGIES;Institute for Global Environmental Strategies;;35.27651, 139.57733;;True
25037;https://openalex.org/I4210107616;INSTITUTE OF ECONOMIC FORECASTING OF THE RUSSIAN ACADEMY OF SCIENCES;Institute of Economic Forecasting;55.4792046, 37.3273304;55.75222, 37.61556;35344.0;True
25038;https://openalex.org/I204553293;China University of Petroleum-Beijing;China University of Petroleum, Beijing;;39.9075, 116.39723;;False
25054;https://openalex.org/I142401562;ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE;Electronics and Telecommunications Research Institute;;36.34913, 127.38493;;True
25374;https://openalex.org/I4210109992;MAJANDUS JA KOMMUNIKATSIOONIMINISTEERIUM;Ministry of Economic Affairs and Communications;59.43507495, 24.7439805038462;59.43696, 24.75353;579.0;False
25378;https://openalex.org/I4210102902;SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST;Sheffield Teaching Hospitals NHS Foundation Trust;53.377231, -1.493825;53.38297, -1.4659;1959.0;True
25385;https://openalex.org/I4210089493;TYÖ- JA ELINKEINOMINISTERIÖ;Ministry of Economic Affairs and Employment;60.163419, 24.9446336;60.16952, 24.93545;848.0;True
25421;https://openalex.org/I4210095212;Ente Ospedaliero Cantonale;Ente Ospedaliero Cantonale;46.1918617, 9.0204562;46.19278, 9.01703;283.0;True
25440;https://openalex.org/I2799535320;UNIVERSIDAD CATÓLICA DEL MAULE;Catholic University of the Maule;-35.4333909, -71.6325265;-35.4264, -71.65542;2215.0;True
25463;https://openalex.org/I35961687;UNIVERSIDAD DE ANTIOQUIA;Universidad de Antioquia;6.2580221, -75.5841691;6.25184, -75.56359;2376.0;True
25471;https://openalex.org/I4210128097;FORSCHUNGSZENTRUM BORSTEL LEIBNIZ LUNGENZENTRUM;Research Center Borstel - Leibniz Lung Center;53.61600405, 9.977881400148377;53.9675, 9.79963;40801.0;False
25486;https://openalex.org/I4210117436;Blueprint Genetics;Blueprint Genetics (Finland);60.1674086, 24.9425683;60.16952, 24.93545;458.0;False
25545;https://openalex.org/I42097590;INSTITUTE FOR EUROPEAN ENVIRONMENTAL POLICY;Institute for European Environmental Policy;50.84579615, 4.3576019712109435;50.85045, 4.34878;807.0;True
25562;https://openalex.org/I4210137464;KMETIJSKO GOZDARSKA ZBORNICA SLOVENIJE;Chamber of Agriculture and Forestry of Slovenia;46.0698814, 14.4879571;46.6625, 16.16639;144661.0;True
25565;https://openalex.org/I4210095279;AGRIDEA;AGRIDEA;46.8066288, 7.1615585;46.516, 6.63282;51696.0;True
25616;https://openalex.org/I1319490839;MINISTRY OF EDUCATION SCIENCE AND TECHNOLOGY;Ministry of Education, Culture, Sports, Science and Technology;-1.2832532, 36.8172449;35.6895, 139.69171;11251330.0;False
25619;https://openalex.org/I4210164059;CONSORZIO NAZIONALE INTERUNIVERSITARIO PER LA NANOELETTRONICA;Consorzio Nazionale Interuniversitario per la Nanoelettronica;44.4892423, 11.3566199;44.49381, 11.33875;1506.0;True
25639;https://openalex.org/I75390827;BEIJING UNIVERSITY OF CHEMICAL TECHNOLOGY;Beijing University of Chemical Technology;;39.9075, 116.39723;;True
25654;https://openalex.org/I4387152482;FONDATION DE L'ECOLE NORMALE SUPERIEURE;Fondation de l'Ecole Normale Superieure;48.8422951, 2.3442717;48.85341, 2.3488;1280.0;True
25657;https://openalex.org/I72951846;WASHINGTON STATE UNIVERSITY;Washington State University;;46.73127, -117.17962;;True
25664;https://openalex.org/I32699454;JOINT INSTITUTE FOR NUCLEAR RESEARCH;Joint Institute for Nuclear Research;53.7903474, 35.4600169;56.74049, 37.18648;345768.0;True
25723;https://openalex.org/I4210135359;INSTITUT EKONOMSKIH NAUKA;Institute of Economic Sciences;44.8178787, 20.4568089;44.80401, 20.46513;1676.0;True
25729;https://openalex.org/I4403386655;ROBERT BOSCH STIFTUNG GMBH;Bosch Health Campus;48.779886399999995, 9.161702788673143;48.78232, 9.17702;1154.0;False
25750;https://openalex.org/I99981631;INSTITUT FOR MENNESKERETTIGHEDER;Danish Institute for Human Rights;55.67572, 12.594118;55.67594, 12.56553;1793.0;True
25754;https://openalex.org/I4210092393;SNIFFER;Scotland and Northern Ireland Forum for Environmental Research;55.94759245, -3.210132955376694;55.95206, -3.19648;985.0;False
25776;https://openalex.org/I4210117805;MINISTERUL AFACERILOR INTERNE;Ministry of Internal Affairs;44.4361414, 26.1027202;44.43225, 26.10626;516.0;True
25781;https://openalex.org/I4210124346;FINANSMINISTERIET;Ministry of Finance;55.675637, 12.581769;60.16952, 24.93545;882067.0;True
25786;https://openalex.org/I4210147710;MINISTRSTVO ZA JAVNO UPRAVO;Ministry of Public Administration;46.0394367, 14.4719094;46.05108, 14.50513;2872.0;True
25876;https://openalex.org/I148366613;NATIONAL YANG-MING UNIVERSITY;National Yang Ming Chiao Tung University;;24.80361, 120.96861;;False
25850;https://openalex.org/I4210120988;OXURION;Oxurion (Belgium);50.866456150000005, 4.674291121114081;50.87959, 4.70093;2372.0;False
25869;https://openalex.org/I1331384533;UNIVERSITY OF HAWAII;University of Hawaii System;;21.30694, -157.85834;;True
25871;https://openalex.org/I126826664;UNIVERSITAS UDAYANA;Udayana University;;-8.65, 115.21667;;True
25872;https://openalex.org/I186765156;Universitas Negeri Papua;State University of Papua;;-0.86291, 134.06403;;True
25873;https://openalex.org/I2800477803;EIJKMAN INSTITUTE FOR MOLECULAR BIOLOGY;Eijkman Institute for Molecular Biology;;-6.21462, 106.84513;;True
25874;https://openalex.org/I18014758;Simon Fraser University;Simon Fraser University;;49.26636, -122.95263;;True
25891;https://openalex.org/I188329596;UNIVERSITY OF CANBERRA;University of Canberra;;-35.28346, 149.12807;;True
25897;https://openalex.org/I4210164485;FONDAZIONE IRCCS ISTITUTO NEUROLOGICO CARLO BESTA;Fondazione IRCCS Istituto Neurologico Carlo Besta;45.4771341, 9.2306552;45.46427, 9.18951;3513.0;True
25919;https://openalex.org/I4210163566;UNIVERSITETI METROPOLITAN TIRANA;Universiteti Metropolitan Tirana;41.31588575, 19.900912164461147;41.3275, 19.81889;6970.0;True
25924;https://openalex.org/I2802375293;EUROPEAN RESPIRATORY SOCIETY;European Respiratory Society;46.5179258, 6.6311917;46.516, 6.63282;248.0;True
25928;https://openalex.org/I254113865;CEREBRAL PALSY ALLIANCE;Cerebral Palsy Alliance;;-33.76655, 151.24982;;True
25929;https://openalex.org/I4210163915;EUROPEAN SOCIETY FOR ORGAN TRANSPLANTATION;European Society for Organ Transplantation;52.3855215, 4.8929204;45.40797, 11.88586;928176.0;True
25932;https://openalex.org/I181547552;BAYLOR COLLEGE OF MEDICINE;Baylor College of Medicine;;29.76328, -95.36327;;True
25934;https://openalex.org/I4210138201;3E;3E (Belgium);50.8786592, 4.4204328;50.85045, 4.34878;5927.0;False
25940;https://openalex.org/I1334287468;NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST;Nottingham University Hospitals NHS Trust;52.943748299999996, -1.1860823827863525;52.9536, -1.15047;2625.0;True
25943;https://openalex.org/I4210125225;INSTITUTUL DE PNEUMOFTIZIOLOGIE MARIUS NASTA;"Institutul de Pneumoftiziologie ""Marius Nasta""";44.40737, 26.0920319;44.43225, 26.10626;2988.0;False
25946;https://openalex.org/I4210134464;Instituto Nacional de Saúde;Instituto Nacional de Saúde;-25.96901255, 32.5859250974858;-25.96553, 32.58322;472.0;True
25949;https://openalex.org/I3131880250;UNIVERSIDAD NACIONAL DE LA PATAGONIA AUSTRAL;National University of Austral Patagonia;-51.6232921, -69.216028;-51.62261, -69.21813;164.0;True
25953;https://openalex.org/I59986765;UNIVERSIDAD EXTERNADO DE COLOMBIA;Universidad Externado de Colombia;4.549928, -74.084363;4.60971, -74.08175;6654.0;True
25954;https://openalex.org/I4210101907;LILONGWE UNIVERSITY OF AGRICULTURE AND NATURAL RESOURCES;Lilongwe University of Agriculture and Natural Resources;-14.04141045, 33.735370838170624;-13.96692, 33.78725;9997.0;True
25959;https://openalex.org/I33501960;UNIVERSIDADE FEDERAL DE SANTA MARIA;Universidade Federal de Santa Maria;-29.723206150000003, -53.720453363783385;-29.68417, -53.80694;9414.0;True
25965;https://openalex.org/I4210128007;NATIONAL INSTITUTE OF ANIMAL SCIENCE;National Institute of Animal Science;;35.84509, 127.14752;;True
25967;https://openalex.org/I76214153;Lanzhou University;Lanzhou University;;36.05701, 103.83987;;True
25970;https://openalex.org/I4210090253;EUROPEAN RESEARCH INFRASTRUCTURE ON HIGHLY PATHOGENIC AGENTS;European Research Infrastructure on Highly Pathogenic Agents;50.84579615, 4.3576019712109435;48.85341, 2.3488;264222.0;True
25977;https://openalex.org/I4387155606;OPENAIRE AMKE;OpenAIRE Non-Profit Civil Partnership;38.045574349999995, 23.805270162605616;38.05, 23.8;675.0;True
25982;https://openalex.org/I4210107804;NEXANS FRANCE;Nexans (France);48.8991539, 2.2387905;48.85341, 2.3488;9518.0;False
25989;https://openalex.org/I170201317;UNIVERSITY OF PITTSBURGH;University of Pittsburgh;40.4440596886561, -79.956180490203;40.44062, -79.99589;3382.0;True
25992;https://openalex.org/I162346809;INSTITUT NATIONAL DES LANGUES ET CIVILISATIONS ORIENTALES;Institut National des Langues et Civilisations Orientales;48.827088, 2.3756326;48.85341, 2.3488;3525.0;True
26010;https://openalex.org/I294845491;TECHNICAL UNIVERSITY OF MOMBASA;Technical University of Mombasa;-4.0421228, 39.6662054;-4.05466, 39.66359;1424.0;True
26023;https://openalex.org/I15881080;UNIVERSIDAD NACIONAL DE CUYO;Universidad Nacional de Cuyo;-32.8915818, -68.8737731415666;-32.89084, -68.82717;4352.0;True
26031;https://openalex.org/I4210144481;Landstinget Dalarna;Landstinget Dalarna;60.598745750000006, 15.611062421966164;60.60357, 15.62597;975.0;True
26040;https://openalex.org/I4210099017;DEPARTAMENT DE DRETS SOCIALS;Departament de Benestar i Drets Socials;41.40954515, 2.218251407317612;39.56939, 2.65024;207851.0;False
26049;https://openalex.org/I4210135118;KOSOVAR CENTRE FOR SECURITY STUDIES;Kosovar Centre for Security Studies;42.6286184, 21.1129879;42.67272, 21.16688;6593.0;True
26065;https://openalex.org/I200719446;VANDERBILT UNIVERSITY;Vanderbilt University;36.155644, -86.7897383;36.16589, -86.78444;1235.0;True
26073;https://openalex.org/I4210102722;PROJECT ARTS CENTRE;Project Arts Centre;53.3451476, -6.266429;53.33306, -6.24889;1778.0;True
26080;https://openalex.org/I302099661;TAIDEYLIOPISTO;University of the Arts Helsinki;63.2467777, 25.9209164;60.16952, 24.93545;346084.0;True
26093;https://openalex.org/I59028903;Ocean University of China;Ocean University of China;;36.06488, 120.38042;;True
26096;https://openalex.org/I26999989;UNIVERSITY OF THE FREE STATE;University of the Free State;-29.116395, 26.215496;-29.12107, 26.214;540.0;True
26122;https://openalex.org/I4210103157;MAAELU TEADMUSKESKUS;Centre of Estonian Rural Research and Knowledge;58.7623235, 26.397759;58.74667, 26.39389;1755.0;True
26147;https://openalex.org/I4210136950;HOCHSCHULE AALEN - TECHNIK UND WIRTSCHAFT;Hochschule Aalen;48.8381003, 10.0733562157913;48.83777, 10.0933;1460.0;True
26169;https://openalex.org/I162210093;INTERNATIONAL RICE RESEARCH INSTITUTE;International Rice Research Institute;;14.17025, 121.24181;;True
26176;https://openalex.org/I4210110112;INSTITUT ZA ONKOLOGIJU I RADIOLOGIJU SRBIJE;Institut za onkologiju i radiologiju Srbije;44.7976801, 20.4653984;44.80401, 20.46513;704.0;True
26193;https://openalex.org/I4210161081;INTENSIVE CARE NATIONAL AUDIT AND RESEARCH CENTRE;Intensive Care National Audit & Research Centre;51.5073219, -0.1276474;51.50853, -0.12574;188.0;False
26227;https://openalex.org/I57093077;SWINBURNE UNIVERSITY OF TECHNOLOGY;Swinburne University of Technology;;-37.814, 144.96332;;True
26242;https://openalex.org/I4387154322;AKADEMIA E STUDIMEVE ALBANOLOGJIKE;Akademia e Studimeve Albanologjike;41.31588575, 19.900912164461147;41.3275, 19.81889;6970.0;True
26277;https://openalex.org/I8961855;UNIVERSIDAD NACIONAL;Universidad Nacional Autónoma de México;10.177781249999999, -84.05918418070075;19.42847, -99.12766;1916856.0;False
26285;https://openalex.org/I11957088;MICHIGAN TECHNOLOGICAL UNIVERSITY;Michigan Technological University;47.1099114, -88.55115132910507;47.12187, -88.56901;1896.0;True
26288;https://openalex.org/I4210163414;CARE France;Eye Tech Care (France);48.8909741, 2.37358;45.74846, 4.84671;395997.0;False
26290;https://openalex.org/I1339876250;INSTITUT NATIONAL DE LA STATISTIQUE;Institut National de la Statistique et des Etudes Economiques;12.639523472044987, -8.00282981117312;48.85341, 2.3488;4138168.0;False
26349;https://openalex.org/I2801708245;Belfast City Council;Belfast City Council;54.59528245, -5.929513473272849;54.59682, -5.92541;315.0;True
26354;https://openalex.org/I116419501;UNIVERSIDAD MAYOR;Universidad Mayor;-33.4213495, -70.6050312;-33.45694, -70.64827;5635.0;True
26355;https://openalex.org/I4210149873;Ministerium für Umwelt, Landwirtschaft, Natur- und Verbraucherschutz des Landes Nordrhein-Westfalen;Ministry for Environment, Agriculture, Conservation and Consumer Protection;51.2504966, 6.7728428;51.22172, 6.77616;3208.0;True
26365;https://openalex.org/I2802974247;DEVON COUNTY COUNCIL;Devon County Council;50.715007400000005, -3.518218806388213;50.7236, -3.52751;1158.0;True
26368;https://openalex.org/I4407990238;VERTICAL FARM INSTITUTE;Vertical Farm Institute;48.1969148, 16.4020644;48.20849, 16.37208;2568.0;True
26369;https://openalex.org/I4407990238;VERTICAL FARM INSTITUTE GMBH;Vertical Farm Institute;48.205654, 16.3499206;48.20849, 16.37208;1672.0;True
26381;https://openalex.org/I2801317047;LOUTH COUNTY COUNCIL;Louth County Council;54.0031095, -6.3856922036659745;54.0, -6.41667;2054.0;True
26422;https://openalex.org/I4210085944;FUNDACION AGENCIA ARAGONESA PARA LA INVESTIGACION Y EL DESARROLLO;Fundacion Agencia Aragonesa para la Investigacion y el Desarrollo;41.6521342, -0.8809428;41.65606, -0.87734;529.0;True
26430;https://openalex.org/I4210107998;AFRICAN FORUM FOR AGRICULTURAL ADVISORY SERVICES;African Forum for Agricultural Advisory Services;0.3177137, 32.5813539;0.31628, 32.58219;185.0;True
26442;https://openalex.org/I2802184509;Cyprus police;Cyprus Police;35.1554534, 33.3475976726927;35.17531, 33.3642;2674.0;True
26472;https://openalex.org/I4387152804;Technological University of the Shannon: Midlands Midwest;Technological University of the Shannon: Midlands Midwest;52.6799862, -8.6510125;53.42278, -7.93722;95383.0;True
26474;https://openalex.org/I4210145796;EUROPEAN HEAT PUMP ASSOCIATION;European Heat Pump Association;50.840628, 4.3728138;50.85045, 4.34878;2010.0;True
26499;https://openalex.org/I3121987637;UNIVERSIDAD NACIONAL DEL LITORAL;National University of the Littoral;-31.6346852, -60.705146083868;-31.64881, -60.70868;1606.0;True
26502;https://openalex.org/I112260969;Ontario Institute for Cancer Research;Ontario Institute for Cancer Research;43.653963, -79.387207;43.70643, -79.39864;5906.0;True
26590;https://openalex.org/I4400008963;FACULTY OF TECHNOLOGY AND METALLURGY UNIVERSITY OF BELGRADE;University of Belgrade – Faculty of Technology and Metallurgy;44.6103314, 20.7262288;44.80401, 20.46513;29826.0;False
26600;https://openalex.org/I14245010;UNIVERZITET U KRAGUJEVCU;University of Kragujevac;44.0082482, 20.9140472;44.01667, 20.91667;960.0;True
26603;https://openalex.org/I4210094706;CLUB YOUNG SCIENTISTS;Club Young Scientists;42.6978634, 23.3221789;42.69751, 23.32415;166.0;True
26607;https://openalex.org/I1316675753;UNIVERSIDADE DO ESTADO DA BAHIA;Universidade do Estado da Bahia;-12.973757899999999, -38.50901789289739;-12.97563, -38.49096;1968.0;True
26609;https://openalex.org/I4210150540;MINISTRY OF EDUCATION AND SCIENCE OF GEORGIA;Ministry of Education and Science of Georgia;41.6934591, 44.8014495;41.69411, 44.83368;2677.0;True
26620;https://openalex.org/I4210114431;DE VLINDERSTICHTING;Dutch Butterfly Conservation;51.9663991, 5.6554954;51.97, 5.66667;864.0;True
26650;https://openalex.org/I4210153004;AMADEU ANTONIO STIFTUNG;Amadeu Antonio Foundation;49.5484051, 8.6703494971762;52.52437, 13.41053;468169.0;True
26679;https://openalex.org/I21431960;BRITISH SCHOOL AT ATHENS;British School at Athens;51.5064143, -0.1316971;37.98376, 23.72784;2391833.0;True
26689;https://openalex.org/I4210135778;GENERALDIREKTION KULTURELLES ERBE RHEINLAND-PFALZ;Generaldirektion Kulturelles Erbe Rheinland-Pfalz;50.36823505, 7.616540452361186;49.98419, 8.2791;63638.0;True
